id_municipio,ano,pib,impostos_liquidos,va,va_agropecuaria,va_industria,va_servicos,va_adespss
1100403,2002,45060000,3219000,41841000,9171000,1992000,8865000,21813000
1101005,2002,43979000,1689000,42290000,12082000,1718000,4590000,23899000
1200336,2002,31111000,365000,30746000,4954000,1462000,4100000,20230000
1200385,2002,54088000,916000,53172000,17208000,2609000,6527000,26827000
1301654,2002,26050000,676000,25374000,7184000,864000,2598000,14728000
1505809,2002,105648000,5556000,100093000,20714000,27574000,20347000,31457000
1712454,2002,7272000,531000,6741000,2416000,317000,1482000,2526000
1718006,2002,5933000,280000,5653000,631000,391000,1396000,3236000
2101350,2002,6779000,156000,6623000,1531000,430000,1251000,3412000
2103752,2002,22604000,464000,22140000,6908000,2156000,5542000,7534000
2111904,2002,16833000,279000,16554000,6263000,798000,3109000,6383000
2204501,2002,41846000,857000,40990000,1764000,25468000,4490000,9268000
2205854,2002,9199000,165000,9034000,1621000,337000,1403000,5672000
2208502,2002,13589000,267000,13322000,1755000,387000,2586000,8594000
2302800,2002,151865000,7371000,144493000,23354000,13470000,50280000,57389000
2304905,2002,14084000,404000,13681000,2599000,625000,3292000,7165000
2306306,2002,165735000,12860000,152874000,27342000,54697000,40023000,30812000
2311603,2002,82941000,5865000,77076000,12963000,25566000,18190000,20357000
2401107,2002,404845000,10551000,394294000,2582000,278347000,82358000,31006000
2407401,2002,17654000,872000,16782000,1448000,1162000,5671000,8501000
2408003,2002,1507930000,153680000,1354250000,34481000,578829000,485164000,255777000
2414605,2002,59759000,1483000,58276000,3302000,32388000,9200000,13386000
2502706,2002,14900000,245000,14655000,6491000,481000,2348000,5334000
2505600,2002,12415000,352000,12063000,2399000,461000,2724000,6478000
2506608,2002,11794000,206000,11588000,2180000,812000,2209000,6387000
2514107,2002,7850000,141000,7709000,1116000,176000,1258000,5159000
2515500,2002,26578000,900000,25678000,2981000,1011000,8902000,12784000
2606200,2002,394160000,62197000,331963000,44101000,104519000,112005000,71338000
2607109,2002,12511000,270000,12241000,4556000,316000,2258000,5109000
2608008,2002,25323000,910000,24413000,3078000,500000,6082000,14753000
2608404,2002,31903000,708000,31195000,10454000,800000,6078000,13863000
2800100,2002,5808000,329000,5479000,498000,570000,929000,3483000
2805802,2002,52468000,1771000,50697000,17756000,2450000,7185000,23306000
2901155,2002,35991000,1017000,34974000,15036000,1683000,6249000,12006000
2902302,2002,22708000,469000,22239000,11215000,1120000,3551000,6353000
2904803,2002,23703000,580000,23122000,7569000,591000,3143000,11819000
2907103,2002,37908000,1548000,36360000,6915000,1481000,9240000,18724000
2909604,2002,40055000,1178000,38877000,15061000,1540000,7153000,15122000
2912400,2002,39864000,2000000,37864000,17519000,2943000,6752000,10649000
2917201,2002,26544000,1038000,25506000,5347000,1114000,6275000,12770000
2922102,2002,42040000,1689000,40351000,11396000,1321000,12969000,14665000
2922409,2002,44756000,4023000,40733000,7858000,1775000,16709000,14391000
2922706,2002,26364000,837000,25527000,7449000,751000,5959000,11368000
2925253,2002,22676000,954000,21722000,3557000,895000,4486000,12784000
2927903,2002,16677000,1030000,15647000,1573000,601000,5232000,8241000
3110301,2002,53932000,3662000,50270000,11505000,8195000,18979000,11591000
3112109,2002,12907000,462000,12445000,2284000,550000,3804000,5808000
3112307,2002,80386000,5897000,74489000,11502000,4982000,30077000,27928000
3115300,2002,417102000,63620000,353482000,5093000,116331000,165763000,66295000
3116100,2002,21765000,677000,21087000,1426000,645000,5377000,13640000
3118403,2002,71349000,5342000,66006000,9393000,5245000,29645000,21722000
3122801,2002,7510000,190000,7320000,1293000,314000,1944000,3768000
3129707,2002,229229000,2461000,226769000,16418000,178680000,19386000,12285000
3135704,2002,20043000,1175000,18868000,6675000,2182000,4553000,5458000
3137908,2002,6959000,250000,6710000,698000,265000,1915000,3831000
3149150,2002,18239000,593000,17646000,5269000,778000,3522000,8078000
3149705,2002,25627000,2257000,23370000,2813000,6520000,8074000,5963000
3156452,2002,9061000,421000,8640000,1344000,437000,2390000,4468000
3169307,2002,606827000,127317000,479510000,29490000,181330000,201852000,66838000
3203700,2002,54739000,4592000,50147000,10011000,5075000,14385000,20677000
3302304,2002,39363000,1388000,37975000,4014000,2738000,10777000,20446000
3303005,2002,141745000,5291000,136454000,5481000,20948000,52174000,57851000
3507100,2002,76769000,8103000,68666000,3446000,20309000,29365000,15546000
3509254,2002,446065000,153749000,292316000,41085000,135833000,80801000,34596000
3510153,2002,15796000,539000,15257000,3675000,2042000,4503000,5036000
3524907,2002,80774000,11279000,69495000,1782000,45875000,16372000,5466000
3527603,2002,495548000,71729000,423820000,47663000,264608000,94908000,16640000
3529658,2002,12423000,203000,12221000,6253000,588000,2461000,2918000
3540259,2002,23917000,1063000,22854000,10596000,1734000,5846000,4677000
3542008,2002,26502000,1987000,24515000,6034000,4260000,8573000,5648000
3543501,2002,20333000,440000,19893000,6055000,1102000,5518000,7217000
3546306,2002,140327000,9574000,130753000,30004000,8088000,65752000,26909000
3548302,2002,9335000,248000,9088000,2013000,780000,2969000,3326000
3548401,2002,24038000,909000,23129000,7836000,3099000,7033000,5161000
3552106,2002,193832000,18258000,175575000,28293000,27389000,87349000,32544000
4107538,2002,30729000,3330000,27400000,10079000,3792000,8169000,5359000
4108957,2002,33570000,1526000,32044000,14616000,2892000,6915000,7621000
4109104,2002,12654000,483000,12171000,5891000,849000,2617000,2814000
4124103,2002,181163000,18939000,162224000,23628000,17457000,87244000,33895000
4126306,2002,139812000,10526000,129287000,44551000,40287000,27909000,16539000
4127007,2002,65375000,2688000,62687000,34119000,6709000,12945000,8914000
4128203,2002,339136000,37714000,301422000,19478000,99061000,134179000,48703000
4200408,2002,71826000,2551000,69276000,38102000,8417000,14688000,8069000
4202206,2002,53069000,4412000,48657000,5826000,18441000,14903000,9488000
4206009,2002,45445000,2455000,42990000,7866000,2062000,20177000,12884000
4208203,2002,2167309000,380302000,1787007000,33472000,387270000,1177489000,188775000
4211652,2002,21373000,683000,20690000,11366000,2000000,3598000,3726000
4211900,2002,568794000,65208000,503586000,25041000,120122000,252733000,105691000
4305801,2002,58204000,5159000,53045000,12425000,3351000,28063000,9206000
4306924,2002,15012000,1167000,13846000,4762000,849000,5847000,2389000
4309159,2002,16801000,456000,16345000,9640000,726000,2203000,3776000
4309571,2002,12667000,309000,12358000,6514000,600000,1897000,3347000
4311007,2002,139912000,7404000,132508000,32722000,11554000,60824000,27407000
4314456,2002,11941000,1132000,10808000,4045000,1295000,2486000,2981000
4316758,2002,79243000,7603000,71639000,6182000,46599000,13406000,5451000
4322327,2002,43185000,5173000,38012000,6836000,18738000,7891000,4547000
5003306,2002,191472000,18630000,172842000,43780000,10438000,81126000,37498000
5003801,2002,98948000,12150000,86797000,14695000,4050000,46432000,21621000
5007950,2002,33137000,2134000,31003000,15827000,1309000,4137000,9730000
5008404,2002,23453000,1377000,22076000,9707000,1273000,4747000,6350000
5101803,2002,303743000,47022000,256721000,19737000,57518000,123111000,56356000
5204409,2002,129725000,5419000,124306000,73173000,6667000,29411000,15055000
5207352,2002,36177000,7220000,28957000,15098000,1522000,6595000,5742000
5207535,2002,27676000,1312000,26364000,12026000,808000,5592000,7938000
5209150,2002,45347000,1701000,43646000,24912000,1984000,11011000,5738000
5215652,2002,16149000,792000,15356000,8698000,605000,2480000,3573000
5219712,2002,25819000,1057000,24762000,13679000,1381000,4814000,4889000
5221601,2002,134035000,10941000,123094000,14049000,11324000,61141000,36581000
1101302,2003,63203000,3933000,59271000,19185000,4986000,12339000,22761000
1200104,2003,86058000,3719000,82339000,25968000,3509000,18143000,34719000
1301506,2003,33834000,799000,33035000,4454000,1612000,4500000,22470000
1303957,2003,13681000,478000,13203000,2145000,402000,1864000,8791000
1500131,2003,30115000,1095000,29019000,15397000,3644000,3949000,6029000
1500909,2003,57447000,1416000,56030000,17123000,2123000,8398000,28387000
1501303,2003,1152762000,183586000,969176000,22672000,547593000,317934000,80977000
1504604,2003,46540000,1507000,45033000,13245000,1692000,9845000,20251000
1505437,2003,58712000,5019000,53693000,19400000,2365000,12425000,19504000
1508001,2003,155950000,9303000,146648000,33344000,33090000,35830000,44383000
1600055,2003,17305000,907000,16399000,411000,1854000,3468000,10665000
1716703,2003,36760000,3782000,32978000,6602000,2414000,12693000,11268000
2100204,2003,26158000,500000,25658000,5180000,1475000,5139000,13864000
2104073,2003,16261000,176000,16085000,7656000,537000,1831000,6061000
2104107,2003,52542000,823000,51719000,32308000,3224000,7680000,8507000
2107456,2003,16821000,354000,16467000,6032000,655000,2713000,7066000
2113009,2003,63992000,2338000,61654000,17595000,3095000,19289000,21674000
2202604,2003,31121000,1721000,29400000,3445000,1424000,8665000,15866000
2203008,2003,11412000,197000,11215000,3646000,133000,1630000,5805000
2203420,2003,6754000,124000,6631000,1638000,73000,959000,3961000
2205250,2003,6436000,141000,6295000,1200000,77000,1159000,3858000
2300309,2003,94074000,4535000,89539000,22718000,5822000,23678000,37321000
2308807,2003,13057000,341000,12716000,3605000,344000,2261000,6506000
2313807,2003,60859000,2705000,58154000,18325000,12089000,11500000,16239000
2509057,2003,18027000,248000,17780000,6523000,496000,2443000,8317000
2512077,2003,7019000,150000,6868000,1043000,221000,1334000,4269000
2514552,2003,11997000,152000,11845000,4455000,327000,1385000,5677000
2516003,2003,67879000,3833000,64046000,7287000,3091000,21542000,32126000
2516904,2003,35091000,1997000,33094000,2588000,1212000,13062000,16233000
2605004,2003,51114000,2658000,48456000,4906000,1632000,17448000,24470000
2607109,2003,13601000,374000,13227000,4590000,346000,2434000,5857000
2612901,2003,19488000,524000,18964000,3894000,359000,3465000,11246000
2615409,2003,67000000,6418000,60582000,427000,9648000,26572000,23935000
2615508,2003,41046000,1020000,40027000,18781000,732000,6939000,13574000
2616183,2003,18711000,652000,18059000,610000,6072000,3252000,8126000
2700409,2003,173112000,6990000,166121000,59157000,40303000,28607000,38055000
2702405,2003,191308000,9289000,182020000,2956000,103870000,34864000,40330000
2705903,2003,10186000,142000,10043000,2682000,161000,1666000,5534000
2707305,2003,99383000,3919000,95465000,31831000,17686000,22041000,23907000
2800704,2003,34252000,992000,33259000,11504000,6750000,4994000,10011000
2912400,2003,30392000,2379000,28013000,7212000,2779000,6296000,11726000
2917706,2003,222003000,15329000,206674000,7119000,121180000,55557000,22819000
2920809,2003,18832000,765000,18067000,4974000,644000,3689000,8761000
2923050,2003,19529000,615000,18914000,3113000,432000,3806000,11563000
2929750,2003,28074000,917000,27156000,5718000,3253000,8581000,9605000
3101607,2003,536868000,60255000,476614000,37492000,111256000,252245000,75620000
3103405,2003,87736000,5509000,82227000,3782000,6709000,39594000,32141000
3113503,2003,116304000,2501000,113803000,93370000,794000,10207000,9432000
3116506,2003,19342000,794000,18548000,6069000,680000,4276000,7523000
3117504,2003,43300000,2778000,40523000,6415000,1300000,15274000,17534000
3126752,2003,13368000,322000,13046000,4294000,326000,2231000,6195000
3135100,2003,198271000,16844000,181428000,12467000,16197000,90457000,62307000
3136801,2003,11610000,487000,11123000,3381000,375000,2590000,4777000
3140605,2003,11988000,473000,11515000,2538000,320000,3039000,5618000
3142007,2003,30995000,1498000,29498000,8646000,982000,7605000,12264000
3145000,2003,323815000,9465000,314350000,71326000,192149000,37479000,13395000
3162609,2003,20090000,868000,19222000,3154000,1356000,6183000,8529000
3171154,2003,11844000,341000,11503000,2816000,1069000,2342000,5277000
3200102,2003,107966000,7315000,100651000,16359000,7546000,36683000,40062000
3201803,2003,14345000,562000,13783000,2816000,716000,2698000,7553000
3202504,2003,92902000,19384000,73518000,4841000,22616000,31136000,14926000
3302700,2003,583665000,23882000,559783000,3494000,135369000,227383000,193537000
3304904,2003,5063762000,409251000,4654511000,11645000,846820000,1971820000,1824225000
3506102,2003,1032724000,129975000,902749000,93262000,244849000,474243000,90394000
3507407,2003,136122000,5742000,130380000,63759000,7601000,44220000,14800000
3512407,2003,718086000,81944000,636142000,20489000,156153000,432450000,27050000
3513207,2003,46952000,1850000,45102000,17484000,4128000,14030000,9461000
3522703,2003,404231000,23994000,380237000,136866000,43155000,163503000,36713000
3524907,2003,91993000,10744000,81249000,9278000,48434000,16917000,6620000
3527504,2003,15326000,495000,14830000,5846000,1525000,4128000,3331000
3533502,2003,293752000,17637000,276116000,84934000,43896000,109335000,37951000
3546306,2003,165314000,12101000,153213000,36206000,8298000,78813000,29896000
3547403,2003,44269000,3652000,40616000,8932000,16267000,11035000,4382000
3551405,2003,66822000,1973000,64849000,29431000,10509000,14535000,10375000
3556404,2003,221177000,20452000,200725000,23397000,26593000,112198000,38536000
4103453,2003,229279000,22644000,206635000,59096000,75740000,56472000,15328000
4104253,2003,86569000,7143000,79426000,10296000,14699000,28898000,25533000
4107603,2003,105551000,6482000,99068000,34577000,10342000,37220000,16929000
4121752,2003,52800000,1837000,50963000,24529000,5535000,11263000,9636000
4126355,2003,71707000,5205000,66502000,33464000,3357000,22719000,6963000
4202602,2003,87016000,4706000,82309000,39133000,10810000,22359000,10007000
4204350,2003,68093000,11249000,56844000,12499000,11481000,27779000,5084000
4208955,2003,16129000,501000,15628000,7884000,1664000,2822000,3258000
4211405,2003,41914000,2745000,39170000,12905000,11341000,9656000,5267000
4215604,2003,16400000,1124000,15276000,5992000,1042000,4547000,3695000
4216057,2003,66498000,4396000,62102000,29231000,13267000,13151000,6453000
4216206,2003,708612000,81282000,627330000,6805000,273452000,287983000,59090000
4218350,2003,49931000,2139000,47792000,5766000,24966000,10999000,6062000
4302501,2003,95557000,6318000,89239000,52281000,3300000,24203000,9456000
4303509,2003,610494000,72285000,538209000,119977000,103946000,246594000,67692000
4305603,2003,88428000,5110000,83319000,41999000,2968000,32275000,6077000
4306007,2003,95446000,6188000,89257000,39021000,5327000,30138000,14771000
4306767,2003,612983000,95997000,516987000,21264000,334478000,120645000,40599000
4310579,2003,17227000,352000,16875000,11300000,542000,1665000,3369000
4313102,2003,89535000,6847000,82688000,20818000,24815000,29972000,7082000
4314472,2003,216540000,1616000,214924000,30341000,166686000,9722000,8175000
4317004,2003,36056000,1351000,34705000,14988000,1311000,8338000,10069000
4320305,2003,83587000,10178000,73408000,26028000,5751000,35965000,5665000
5100250,2003,302054000,39492000,262562000,40412000,31441000,128342000,62367000
5100359,2003,18126000,1294000,16832000,5928000,1147000,3626000,6130000
5102702,2003,164125000,14866000,149259000,61604000,11209000,53524000,22921000
5104906,2003,32656000,3224000,29432000,10186000,758000,8800000,9688000
5107107,2003,106325000,17126000,89198000,14293000,18385000,33122000,23398000
5203906,2003,53988000,4894000,49094000,14752000,4685000,20284000,9373000
5204557,2003,12748000,656000,12092000,3957000,657000,2898000,4579000
5214903,2003,15626000,554000,15073000,7329000,341000,2658000,4745000
5218052,2003,64591000,2201000,62390000,39988000,6476000,10830000,5097000
5218300,2003,104386000,10985000,93402000,8247000,7452000,48534000,29168000
5218508,2003,300867000,27904000,272963000,78016000,32190000,116832000,45925000
1100452,2004,161804000,10735000,151069000,28294000,19452000,34996000,68327000
1301100,2004,67763000,2272000,65491000,21769000,2795000,7969000,32957000
1301506,2004,31110000,905000,30205000,4455000,2186000,5302000,18262000
1302900,2004,94317000,3922000,90394000,8224000,5513000,19561000,57097000
1500909,2004,62338000,1392000,60947000,16994000,2830000,9810000,31313000
1501576,2004,44327000,1369000,42958000,19086000,2881000,8512000,12480000
1700301,2004,16736000,2378000,14358000,1837000,1014000,6415000,5092000
1707207,2004,22362000,880000,21483000,9023000,1020000,3167000,8272000
1715101,2004,10032000,641000,9391000,836000,1306000,2449000,4800000
2103703,2004,55883000,1128000,54756000,9718000,1887000,15868000,27283000
2104552,2004,75808000,3469000,72339000,5811000,38231000,18864000,9433000
2200806,2004,27473000,704000,26769000,7143000,11779000,4965000,2882000
2203909,2004,209724000,29807000,179917000,8355000,14240000,106007000,51315000
2205201,2004,28989000,1724000,27265000,3821000,709000,8718000,14017000
2205557,2004,12048000,425000,11622000,1337000,270000,2378000,7638000
2205805,2004,40395000,1896000,38499000,6439000,1033000,10611000,20416000
2206001,2004,8091000,279000,7811000,1443000,188000,1921000,4260000
2207405,2004,16024000,264000,15760000,7740000,468000,2462000,5090000
2210979,2004,5416000,140000,5276000,1094000,141000,1080000,2961000
2301851,2004,49200000,2462000,46738000,11901000,8334000,9960000,16544000
2303402,2004,29397000,1210000,28187000,5384000,1176000,6578000,15049000
2307650,2004,2152460000,341020000,1811440000,3125000,1071022000,533860000,203433000
2308377,2004,19305000,462000,18844000,4868000,642000,2934000,10400000
2310704,2004,68674000,3636000,65038000,14384000,3275000,19419000,27960000
2312502,2004,37828000,958000,36870000,19986000,1614000,7119000,8152000
2405306,2004,28794000,1870000,26924000,7315000,1262000,6939000,11408000
2500734,2004,5635000,157000,5479000,858000,222000,948000,3451000
2502052,2004,6477000,177000,6300000,587000,281000,1169000,4262000
2504033,2004,13609000,430000,13179000,3557000,603000,2809000,6210000
2507507,2004,4879743000,655885000,4223858000,3903000,974710000,2366152000,879093000
2508109,2004,9551000,263000,9288000,1123000,348000,1659000,6159000
2510204,2004,14378000,397000,13981000,1712000,626000,2551000,9093000
2603207,2004,46396000,1408000,44988000,9895000,1390000,7545000,26157000
2603306,2004,30013000,822000,29191000,9251000,751000,5381000,13807000
2611002,2004,588020000,8164000,579856000,16855000,493211000,32509000,37281000
2612455,2004,22197000,723000,21474000,3284000,594000,4070000,13526000
2615300,2004,244133000,22177000,221956000,27799000,40475000,96309000,57372000
2703304,2004,26672000,611000,26062000,4380000,429000,4844000,16409000
2706703,2004,245099000,11573000,233526000,64479000,29645000,81905000,57497000
2709103,2004,48909000,930000,47979000,20461000,936000,8501000,18081000
2902906,2004,95688000,3568000,92120000,26321000,3738000,23340000,38721000
2904902,2004,135995000,13911000,122084000,13248000,39380000,45064000,24393000
2922904,2004,47652000,2584000,45068000,8708000,3681000,11673000,21006000
2930303,2004,36658000,1253000,35405000,10186000,1418000,7948000,15853000
2931350,2004,539284000,67347000,471936000,33695000,67325000,268079000,102837000
2932002,2004,53420000,2717000,50703000,12434000,1856000,13855000,22558000
3103009,2004,37390000,2919000,34471000,6383000,3118000,12262000,12708000
3105202,2004,12929000,290000,12639000,4007000,488000,2398000,5746000
3109808,2004,23592000,1066000,22526000,6406000,1260000,6297000,8563000
3111804,2004,142491000,11386000,131105000,46999000,36222000,35422000,12461000
3115706,2004,21677000,1701000,19976000,2414000,1360000,8573000,7629000
3121506,2004,10796000,501000,10295000,2475000,493000,2889000,4439000
3125804,2004,8049000,347000,7702000,1715000,264000,2492000,3232000
3127602,2004,47484000,4475000,43009000,1824000,12474000,16396000,12314000
3133808,2004,946430000,130557000,815873000,14524000,348666000,356294000,96390000
3135456,2004,11286000,382000,10904000,960000,266000,2754000,6925000
3135506,2004,38113000,1622000,36491000,10799000,1437000,9862000,14392000
3136520,2004,9802000,332000,9471000,1290000,232000,2301000,5648000
3139409,2004,542695000,63484000,479212000,44253000,68645000,289056000,77258000
3141603,2004,30326000,1648000,28678000,3795000,2461000,11953000,10469000
3147303,2004,282786000,38822000,243964000,5449000,152510000,64653000,21352000
3149606,2004,19120000,876000,18244000,7108000,1026000,4846000,5265000
3153806,2004,8306000,320000,7986000,2503000,313000,2086000,3084000
3155801,2004,78542000,6297000,72246000,8424000,10739000,36222000,16860000
3157807,2004,1143990000,115996000,1027994000,2050000,498041000,322371000,205532000
3164506,2004,20235000,608000,19627000,4338000,440000,4075000,10775000
3170529,2004,32603000,1836000,30767000,10681000,1548000,7688000,10851000
3201100,2004,44996000,5152000,39844000,808000,7635000,16622000,14780000
3201209,2004,1684603000,290304000,1394299000,13994000,426171000,693447000,260687000
3202652,2004,47380000,3094000,44286000,10397000,3647000,13579000,16662000
3303906,2004,3206301000,383514000,2822787000,35550000,545550000,1501400000,740287000
3505609,2004,116833000,5229000,111604000,16627000,24157000,39959000,30862000
3510708,2004,62549000,3066000,59483000,11559000,4579000,27158000,16186000
3513504,2004,6726040000,1122246000,5603795000,151000,3760981000,1503219000,339443000
3515202,2004,198249000,20330000,177918000,14760000,103079000,49889000,10191000
3521150,2004,31116000,591000,30525000,18549000,1833000,4198000,5945000
3523008,2004,23107000,1872000,21235000,4294000,2986000,7322000,6634000
3543808,2004,60743000,3631000,57112000,14201000,6426000,24266000,12218000
3546306,2004,181633000,15168000,166465000,33019000,8904000,92686000,31856000
3546702,2004,345554000,59699000,285855000,7525000,189803000,63723000,24803000
3555703,2004,18201000,513000,17688000,7872000,3028000,4286000,2502000
3556958,2004,8152000,152000,8000000,2880000,292000,1841000,2987000
4104808,2004,2681475000,311862000,2369613000,184928000,460850000,1427903000,295932000
4105607,2004,88560000,6965000,81595000,17600000,22072000,29766000,12157000
4106308,2004,173709000,12423000,161286000,64660000,10982000,66037000,19607000
4114401,2004,428168000,11689000,416479000,59512000,281457000,51838000,23673000
4120705,2004,42780000,4790000,37989000,4701000,3099000,21597000,8593000
4121257,2004,28710000,1357000,27352000,13906000,1112000,6671000,5663000
4205506,2004,395867000,36657000,359210000,97371000,78145000,135438000,48256000
4214201,2004,214237000,19817000,194420000,31823000,76576000,72200000,13822000
4218301,2004,240632000,20892000,219741000,44965000,115226000,35674000,23876000
4303400,2004,30918000,897000,30021000,16571000,1325000,5779000,6346000
4304408,2004,253603000,27651000,225951000,5362000,51449000,122500000,46641000
4305871,2004,30635000,2235000,28399000,12316000,1802000,9987000,4294000
4308052,2004,19204000,987000,18217000,8900000,724000,4409000,4183000
4309951,2004,34431000,2049000,32382000,15518000,1133000,10707000,5025000
4310405,2004,72204000,6386000,65818000,23847000,7331000,25768000,8872000
4312252,2004,49832000,3054000,46778000,17126000,8854000,11573000,9225000
4315701,2004,266334000,19029000,247304000,87314000,24619000,95724000,39647000
4322533,2004,103213000,14173000,89040000,46777000,15093000,14877000,12293000
5006002,2004,192844000,16535000,176309000,86531000,29529000,40176000,20073000
5007307,2004,33008000,2194000,30814000,13206000,1561000,6330000,9717000
5101803,2004,474180000,72441000,401739000,39548000,78993000,206653000,76545000
5106299,2004,57777000,5390000,52387000,18776000,7471000,12502000,13639000
5200555,2004,12875000,630000,12245000,5135000,389000,2537000,4184000
5215306,2004,119260000,9027000,110233000,43445000,15858000,33402000,17528000
5220157,2004,36024000,1560000,34464000,19091000,1801000,7814000,5758000
1100908,2005,28341000,1430000,26911000,13343000,803000,2732000,10033000
1200252,2005,82175000,6451000,75725000,14168000,6000000,26199000,29358000
1200450,2005,105492000,5210000,100282000,31007000,5311000,19594000,44369000
1300706,2005,105057000,7972000,97085000,29688000,4138000,20614000,42645000
1303502,2005,37470000,843000,36628000,4018000,923000,4092000,27596000
1504109,2005,17828000,436000,17392000,5496000,1721000,3008000,7167000
1505601,2005,17446000,444000,17001000,3886000,796000,3153000,9167000
1506195,2005,74702000,2617000,72085000,21786000,4988000,14701000,30610000
1506807,2005,1410816000,136134000,1274682000,150404000,221152000,629713000,273414000
1600303,2005,2876944000,247563000,2629381000,16431000,231144000,1253370000,1128436000
1710508,2005,23755000,1349000,22405000,4208000,1378000,5359000,11460000
1718865,2005,28253000,1234000,27018000,8377000,2670000,4398000,11574000
2102507,2005,24835000,370000,24466000,9548000,517000,3685000,10716000
2104701,2005,13343000,320000,13023000,3518000,696000,3277000,5531000
2105203,2005,22038000,785000,21254000,4308000,836000,7278000,8832000
2108603,2005,203637000,11410000,192227000,29380000,10873000,91602000,60372000
2202083,2005,16995000,366000,16629000,6701000,892000,2154000,6882000
2204501,2005,74857000,1547000,73310000,3074000,51595000,6566000,12075000
2206902,2005,11281000,281000,11001000,1668000,165000,2216000,6952000
2209153,2005,8472000,189000,8284000,2575000,110000,1359000,4241000
2211407,2005,9062000,353000,8709000,1306000,204000,2062000,5136000
2301406,2005,39869000,790000,39079000,15233000,1373000,6775000,15698000
2407252,2005,8365000,236000,8129000,762000,344000,1730000,5293000
2409308,2005,28522000,947000,27575000,1379000,1381000,8541000,16273000
2502151,2005,68518000,5834000,62684000,5037000,38205000,10115000,9327000
2511608,2005,27647000,453000,27193000,10519000,708000,4047000,11919000
2515302,2005,134094000,7239000,126855000,9636000,11858000,39880000,65482000
2604700,2005,45945000,1833000,44112000,10481000,710000,9698000,23224000
2606903,2005,29927000,932000,28996000,6856000,903000,5987000,15249000
2702306,2005,566700000,43311000,523390000,159957000,219959000,86194000,57280000
2802809,2005,54897000,1930000,52967000,18448000,1581000,8478000,24459000
2902203,2005,21027000,957000,20071000,4246000,1269000,4595000,9961000
2904803,2005,33985000,896000,33090000,8945000,1165000,4551000,18430000
2904902,2005,145591000,12454000,133137000,11491000,42188000,48812000,30646000
2910701,2005,170590000,12574000,158016000,33960000,12882000,55852000,55322000
2918456,2005,36308000,925000,35383000,18042000,737000,4701000,11904000
2921054,2005,19152000,646000,18505000,2948000,450000,3558000,11549000
2922102,2005,50603000,2649000,47954000,12653000,2411000,14790000,18099000
2924108,2005,14328000,411000,13917000,3503000,591000,2580000,7243000
2928000,2005,70000000,5257000,64742000,7867000,3645000,23984000,29246000
2930907,2005,23827000,1097000,22729000,4471000,545000,5123000,12591000
2931509,2005,44635000,2396000,42238000,5364000,3785000,11755000,21334000
3102902,2005,48365000,3367000,44998000,8299000,7865000,14509000,14326000
3115201,2005,14788000,599000,14189000,3714000,840000,3628000,6007000
3116100,2005,28739000,1125000,27614000,1758000,772000,7596000,17487000
3117900,2005,60163000,5825000,54338000,4528000,20578000,17027000,12205000
3126950,2005,8052000,206000,7846000,2052000,320000,1339000,4136000
3127701,2005,1978337000,237443000,1740894000,19439000,267239000,1119269000,334946000
3128600,2005,86993000,5162000,81831000,46648000,5686000,18977000,10520000
3129004,2005,41171000,2863000,38308000,10948000,3452000,12356000,11552000
3131604,2005,53127000,5020000,48106000,13376000,5058000,19763000,9909000
3134707,2005,32807000,1228000,31578000,6804000,902000,8972000,14900000
3136504,2005,25693000,1231000,24462000,4852000,699000,6806000,12105000
3136520,2005,11944000,482000,11463000,1555000,374000,2878000,6656000
3136579,2005,10357000,314000,10042000,997000,443000,2169000,6433000
3138500,2005,25464000,1618000,23846000,5672000,2247000,8296000,7632000
3140209,2005,13971000,999000,12972000,2010000,816000,5032000,5114000
3140407,2005,30235000,993000,29242000,19793000,637000,3786000,5026000
3140704,2005,242617000,24776000,217841000,7124000,109536000,66161000,35020000
3148608,2005,60315000,3446000,56870000,14964000,2300000,19197000,20408000
3151503,2005,256623000,27642000,228980000,44377000,17084000,127124000,40395000
3152709,2005,33669000,3022000,30647000,3353000,6202000,11452000,9640000
3154804,2005,128910000,8749000,120161000,99000,7546000,96613000,15902000
3163904,2005,30048000,1667000,28381000,10767000,1110000,9276000,7228000
3170800,2005,595198000,102055000,493142000,109748000,257072000,80739000,45583000
3171907,2005,16720000,595000,16125000,2981000,707000,4446000,7991000
3205200,2005,4110532000,1009034000,3101498000,4901000,665833000,1845295000,585470000
3300936,2005,560746000,5436000,555311000,10803000,369187000,120446000,54875000
3302908,2005,226827000,10341000,216486000,3003000,11881000,128982000,72620000
3306206,2005,269857000,10356000,259501000,16140000,17764000,137842000,87756000
3503208,2005,2965409000,357102000,2608307000,93339000,815622000,1401347000,297999000
3503505,2005,18256000,585000,17672000,5657000,478000,4289000,7247000
3514908,2005,266181000,36698000,229483000,48077000,94347000,66532000,20528000
3518800,2005,19079659000,3059835000,16019824000,8827000,6566759000,7713195000,1731044000
3541208,2005,89852000,3465000,86387000,18240000,7010000,38475000,22661000
3544707,2005,16269000,251000,16018000,5897000,982000,4554000,4585000
3551207,2005,21406000,255000,21151000,7174000,1436000,6602000,5939000
3553302,2005,280064000,21461000,258603000,90719000,51641000,83076000,33168000
3554607,2005,20122000,339000,19783000,8540000,1539000,4777000,4927000
4102802,2005,110283000,9361000,100922000,17382000,9977000,54549000,19013000
